Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Class
DL,1662,MCI,MSP,1,736,85,0
UA,962,CMH,DEN,1,938,202,0
AA,1811,MIA,IAH,4,1355,170,1
WN,2903,MDW,BHM,4,1145,105,1
MQ,4548,LGA,CMH,2,779,121,0
YV,7255,PIT,IAD,2,1188,62,0
WN,371,SMF,PHX,5,720,105,1
AA,1306,SAN,DFW,1,960,170,0
WN,1589,BWI,MCI,2,750,175,1
US,1131,IAD,CLT,6,420,87,1
9E,4087,CMH,JFK,3,995,130,0
EV,5299,ATL,ELP,6,683,209,0
F9,426,DEN,ATL,7,1145,164,1
AA,1839,DFW,SAT,3,470,60,1
WN,1405,OAK,PHX,6,1035,115,0
WN,489,PIT,MCO,2,785,140,1
US,1509,CLT,PHX,6,680,278,1
DL,2993,BDL,PBI,4,945,192,0
EV,5341,JAN,ATL,7,365,96,0
OO,6696,MTJ,DEN,3,961,54,0
AA,1509,DFW,AUS,3,1086,60,1
MQ,3972,TVC,ORD,7,530,85,0
OO,6431,LAX,SAT,3,853,163,0
EV,7372,GPT,MEM,4,385,83,1
AA,430,DFW,STL,3,430,90,0
MQ,3218,JAN,DFW,5,580,95,0
DL,2749,ATL,SFO,6,1055,325,0
AA,1259,DFW,DEN,3,755,125,1
WN,759,MDW,RSW,1,1105,170,1
AA,1065,OMA,DFW,4,1095,115,0
AA,546,DFW,MIA,2,1185,160,1
AA,607,BOS,ORD,4,1035,185,1
AA,848,DFW,ATL,5,1070,130,1
AA,2362,DFW,ORD,2,965,145,1
B6,1016,JFK,BOS,1,1148,76,1
HA,513,HNL,LIH,4,605,37,0
UA,412,SAT,IAD,7,705,201,1
WN,2786,OAK,ONT,4,635,70,1
B6,1218,BUF,BOS,7,1102,83,1
US,1291,CLT,TPA,6,990,107,1
OH,6656,DCA,BOS,3,715,96,0
MQ,3741,ORD,EWR,4,1200,120,1
WN,2208,BWI,BOS,5,655,80,1
US,957,PIT,CLT,5,430,96,0
MQ,3301,DFW,SGF,5,1350,70,0
WN,869,DEN,LAX,1,590,155,1
XE,3036,IAH,CHS,5,1195,131,0
OO,6256,ORD,FWA,1,800,51,0
WN,3083,OAK,ONT,1,1040,70,1
DL,1097,ATL,ELP,1,1175,215,0
EV,5526,FNT,ATL,5,865,135,1
XE,2335,MCI,IAH,3,828,124,0
FL,26,ATL,MDW,7,740,117,1
EV,5337,DHN,ATL,6,837,61,0
UA,853,SAN,SFO,1,710,99,1
B6,1761,FLL,SJU,7,1425,144,1
CO,393,MCO,EWR,6,480,149,0
MQ,3181,SJC,LAX,5,775,75,1
OO,6255,SFO,BUR,5,410,69,0
OO,4650,SLC,DFW,5,1040,172,1
WN,3575,IND,DEN,3,1135,180,1
US,574,PHX,TPA,3,965,226,0
B6,633,BOS,SFO,3,555,400,1
CO,119,TPA,EWR,5,998,171,1
AA,522,PDX,DFW,1,945,215,1
WN,2879,LAS,GEG,3,770,150,1
US,456,PHX,SLC,5,1065,97,1
US,1268,PHL,SJU,6,465,226,0
OO,4839,SLC,ABQ,4,510,105,1
DL,2365,LAX,HNL,5,525,350,1
YV,2675,LAS,LAX,2,885,68,0
UA,636,ORD,PIT,1,391,88,0
OO,7005,ORD,GRR,3,650,45,1
AA,1121,DFW,SAN,5,1120,195,1
WN,50,PHX,MDW,5,455,200,1
YV,2625,RDU,CLT,2,556,68,0
MQ,4346,ROC,ORD,1,965,125,1
MQ,4178,ORD,CMI,7,1180,55,0
US,202,PHX,ABQ,1,595,78,0
B6,262,LGB,SMF,2,420,83,0
DL,1326,RDU,ATL,3,1035,93,1
DL,2283,CAE,ATL,3,385,78,1
WN,908,MDW,MCO,2,635,155,1
DL,2522,MIA,MSP,1,1045,244,1
FL,1146,MCO,CRW,6,955,113,1
YV,2714,FAT,PHX,4,723,96,1
UA,403,DEN,SNA,4,687,157,0
US,1789,CLT,LAS,6,680,292,0
DL,2451,ATL,SDF,4,1305,87,1
9E,3822,DTW,MDT,6,600,88,0
MQ,4212,ORD,BUF,3,720,95,0
9E,4180,DTW,CRW,1,825,80,1
US,436,PHX,TUS,3,668,48,0
XE,2438,CLE,ALB,3,505,77,1
US,1155,PHL,MIA,1,460,180,0
WN,2903,BWI,MDW,1,1035,135,1
EV,5054,MEM,CLT,6,515,101,0
B6,383,LGA,FLL,1,1305,170,1
WN,3590,SEA,LAS,3,840,140,1
DL,2649,EWR,MSP,5,1095,197,0
HA,32,OGG,LAS,4,490,335,1
EV,5582,CRW,ATL,2,685,90,1
CO,107,EWR,IAH,3,905,245,1
EV,5434,TYS,ATL,7,1099,76,0
DL,2477,MSP,LAX,4,865,237,1
OO,6866,LAX,CLD,1,1360,41,0
WN,59,DAL,HOU,5,1260,60,1
AA,1297,MIA,SJU,3,625,155,1
FL,1048,RSW,DCA,5,710,133,1
DL,2087,ATL,RSW,4,810,99,0
OO,6748,SFO,RDD,3,1285,69,1
CO,221,ATL,IAH,3,1019,141,1
OO,7038,MSO,DEN,1,433,123,0
MQ,2870,HOU,DFW,1,1105,70,0
XE,2069,IAH,LRD,6,910,66,1
WN,2807,ONT,LAS,4,630,60,0
AA,1188,DFW,DCA,4,1050,160,1
XE,2119,MCI,IAH,3,625,118,0
MQ,2959,SHV,DFW,4,945,60,0
US,1950,CLT,BUF,2,1215,107,1
F9,505,LGA,DEN,6,520,272,0
WN,1603,MAF,DAL,5,385,70,0
MQ,3217,SHV,DFW,2,1175,60,0
B6,44,JFK,SYR,7,455,69,1
WN,3049,DEN,LAX,6,1135,160,1
B6,615,JFK,JAX,6,830,160,0
WN,34,FLL,HOU,2,725,175,0
WN,3763,DEN,BWI,5,725,200,1
F9,71,DTW,DEN,3,385,189,0
YV,1964,HNL,ITO,5,1095,49,0
UA,639,PVD,ORD,4,1054,164,1
XE,2812,AMA,IAH,1,813,95,0
WN,1128,AUS,ELP,1,1235,100,0
AA,276,LAX,MIA,3,1340,280,0
XE,2591,IAH,DAL,1,870,61,0
AA,1877,CLT,DFW,4,1160,180,0
FL,779,ATL,LAS,3,1330,284,0
DL,1965,MEM,TPA,7,540,112,0
US,34,PHX,LAX,4,1180,85,0
WN,3508,PHX,AUS,7,1165,125,1
WN,3504,DAL,AUS,7,685,55,1
FL,1270,DAY,MCO,4,400,144,1
MQ,4014,ORD,IND,1,610,60,1
US,1513,CLT,PHX,5,774,276,1
F9,374,DEN,MKE,1,905,132,0
B6,706,SJU,JFK,5,752,241,1
DL,1083,ATL,TUS,7,652,257,1
DL,2891,PDX,SLC,4,450,113,0
OO,6397,SBP,LAX,1,1038,62,1
UA,844,SEA,SFO,1,727,131,1
CO,1098,DEN,IAH,6,1023,137,1
AA,19,JFK,LAX,2,635,375,0
XE,2936,IAH,AEX,5,935,56,1
DL,2652,TPA,LGA,6,933,157,0
OO,6419,SEA,PDX,2,514,48,0
WN,1174,BNA,BWI,2,1005,100,1
B6,661,SYR,MCO,3,420,178,0
FL,9,MCO,SJU,6,700,159,0
CO,1701,EWR,FLL,1,410,180,1
DL,2042,ATL,EWR,2,1145,145,1
XE,2890,CMH,EWR,1,1152,108,1
AA,2483,DFW,LAX,1,1245,200,1
OO,6277,LAX,SEA,4,965,164,1
XE,2974,IAH,MCI,5,615,114,1
DL,1170,GEG,MSP,2,800,170,1
OH,6609,JFK,RIC,2,666,90,1
XE,2222,EWR,STL,2,725,189,0
MQ,4371,OMA,ORD,7,800,95,0
AS,66,ANC,CDV,5,925,53,1
9E,4148,CVG,BNA,1,460,66,0
WN,44,HOU,DAL,4,1020,60,1
AS,478,SEA,LAX,3,1185,155,1
AA,1522,SFO,ORD,2,1435,240,1
US,1695,CLT,RSW,1,870,114,1
MQ,3503,DFW,CLE,4,860,150,0
EV,5426,ATL,SGF,1,650,116,1
US,1565,PHL,FLL,1,1105,179,1
US,2167,LGA,DCA,5,540,78,0
XE,5997,CID,ORD,1,812,65,1
OH,6595,JFK,ORD,5,895,180,1
DL,2079,LGA,FLL,5,768,187,1
XE,5930,ORD,DSM,7,903,74,0
DL,2684,MIA,DCA,6,690,142,0
US,625,ABQ,PHX,7,745,77,0
EV,5266,ATL,MGM,4,770,54,0
OO,4773,PSC,SLC,7,990,93,0
WN,1635,MDW,LAS,5,995,250,1
AS,673,DEN,SEA,5,1055,180,0
WN,1150,DEN,TPA,1,665,205,0
UA,218,SNA,DEN,3,1049,138,0
US,945,CLT,JAX,1,700,85,0
EV,5341,ATL,HSV,1,980,63,0
AA,533,IAH,DFW,2,1205,75,0
OO,6702,SEA,LAX,1,976,149,0
WN,3401,DEN,SAT,1,665,130,1
WN,211,ABQ,SAN,2,565,120,1
DL,1051,ATL,DTW,5,825,120,0
F9,784,LAS,DEN,2,688,112,0
WN,1113,ONT,SMF,4,955,80,1
UA,626,ORD,PHL,1,1105,122,1
WN,1846,DEN,BNA,1,1140,150,0
US,1944,IAH,CLT,4,1050,144,0
B6,1104,RDU,JFK,6,700,83,0
AA,395,MIA,DFW,3,645,200,0
WN,51,LIT,DAL,4,1045,70,1
WN,1012,SJC,BUR,6,595,60,1
AA,1901,DFW,MIA,2,750,160,1
CO,1495,IAH,LAX,5,580,221,1
CO,433,LGA,IAH,3,790,246,0
XE,2652,LEX,IAH,1,360,159,0
WN,591,LAS,OAK,3,1200,90,0
US,450,PHX,SLC,4,880,97,0
OH,6274,MSP,DLH,4,675,55,0
EV,5223,TRI,ATL,6,763,76,0
WN,1017,MDW,LAX,4,420,280,1
AS,105,SEA,ANC,3,1045,225,1
WN,1087,CMH,BNA,3,410,80,1
US,185,RNO,PHX,1,755,100,0
B6,1148,MCO,BTV,6,1085,166,0
9E,3709,DTW,GRB,6,1300,90,1
WN,3567,TUL,PHX,4,635,165,1
FL,727,MKE,DFW,5,540,145,0
FL,686,ICT,ATL,3,1043,117,0
CO,1407,IAH,SJC,7,550,253,0
OO,4823,SLC,FAT,6,751,95,0
OO,6493,SEA,PDX,2,705,47,0
EV,7102,LGA,IAD,1,1000,84,1
MQ,3332,LBB,DFW,6,350,70,0
YV,2856,PHX,FLG,7,660,69,0
CO,438,EWR,MIA,7,760,182,1
B6,922,ORD,BOS,4,1150,132,1
AS,151,OME,ANC,2,606,88,0
DL,1745,DCA,DTW,5,665,95,0
MQ,3214,SJT,DFW,4,545,60,0
DL,629,DCA,DTW,2,760,95,0
DL,2345,CVG,LAS,5,555,269,0
FL,657,ATL,SAT,3,774,161,1
US,754,ATL,PHL,3,890,129,1
DL,1646,PHX,ATL,4,60,202,0
MQ,3945,ORD,PIT,2,1240,90,1
9E,3819,DTW,EVV,2,920,91,0
CO,1576,SJC,IAH,7,375,223,0
WN,3308,DEN,TUS,1,535,115,1
MQ,3026,MRY,LAX,1,405,70,0
9E,4165,ABE,DTW,1,750,112,1
US,2021,BOS,DCA,4,360,96,0
US,1135,PHL,MSY,2,1085,207,0
OO,6228,GUC,DEN,4,757,50,1
AA,2270,ORD,STL,7,910,65,1
WN,1783,ALB,BWI,7,725,75,0
AA,1716,DFW,BWI,6,840,165,0
WN,1172,PHX,SNA,1,1140,70,1
WN,3659,BNA,BHM,5,745,50,1
EV,7098,ORD,GSO,3,526,102,1
CO,60,IAH,EWR,3,725,208,1
YV,2733,PHX,PSP,7,950,66,1
AS,462,SEA,LAX,2,720,148,0
XE,2542,CLE,MHT,5,705,92,1
FL,144,ATL,DTW,5,1335,118,1
YV,1004,OGG,HNL,2,715,32,0
OO,6380,SFO,BOI,4,651,92,1
9E,4152,RDU,CMH,5,722,110,1
AA,568,ORD,FLL,7,440,170,1
WN,957,BUR,SMF,4,1100,75,1
UA,909,ORD,DEN,6,928,170,1
OO,6890,LAX,TUL,2,1083,174,1
WN,2012,HOU,FLL,5,1195,135,1
9E,3652,ATL,SYR,5,595,138,0
CO,1645,CLE,IAH,5,1070,190,0
FL,845,ATL,MCO,5,1140,79,0
WN,1739,OAK,LAS,1,465,85,1
OO,4517,BIL,SLC,4,465,83,0
WN,240,MCI,MCO,5,700,165,1
AA,1875,DFW,PHX,6,1150,160,0
MQ,3958,ORD,ROC,5,795,100,0
WN,3306,MSY,PHX,3,790,220,1
UA,499,MCO,IAD,1,1119,130,0
MQ,2819,DFW,LIT,7,1110,65,0
B6,1150,MCO,PWM,4,770,168,1
US,1822,CLT,BOS,2,700,133,1
CO,1546,IAH,ORD,4,1135,159,1
MQ,3767,SLC,ORD,5,955,200,1
AA,1847,DFW,DEN,2,685,125,1
DL,2810,FLL,MEM,3,998,162,0
CO,1629,IAH,SNA,4,735,220,1
MQ,2829,DFW,PNS,1,715,100,0
US,436,ABQ,PHX,6,510,100,0
EV,5555,ATL,LEX,4,976,75,0
WN,295,BWI,MCO,7,515,145,1
B6,520,MCO,EWR,5,485,145,0
OO,6279,LAX,IPL,6,787,60,1
OO,4645,BTM,SLC,2,385,83,0
DL,269,JFK,MIA,3,490,200,0
XE,2884,IAH,DAL,7,930,61,0
HA,218,HNL,KOA,3,352,41,0
XE,2345,EWR,STL,4,565,187,0
DL,2370,LGA,PBI,2,1079,190,0
EV,5185,ATL,SDF,2,801,78,0
9E,4089,DTW,FWA,1,730,54,1
CO,32,MSY,IAH,5,729,74,0
F9,498,CAK,DEN,1,1135,199,0
OO,4749,SLC,ONT,1,913,98,1
WN,2010,FLL,MCI,7,755,210,1
WN,952,SJC,LAS,1,1035,90,0
DL,1770,SLC,MSP,7,1020,157,1
OO,7037,CPR,DEN,3,378,69,0
DL,1409,MSP,DEN,3,810,129,0
XE,2815,LCH,IAH,5,405,49,0
AA,1919,ATL,DFW,6,1000,150,0
DL,2557,JFK,SAN,2,1150,390,0
OO,4721,SLC,LGB,5,1200,113,1
CO,518,EWR,TPA,3,1045,182,1
DL,1683,SLC,LAS,2,660,87,0
OO,4515,SLC,ORD,4,675,189,0
OO,4731,MFR,SLC,3,790,103,0
WN,1434,STL,HOU,3,980,135,0
AA,1147,MCO,DFW,3,845,175,0
EV,5419,OKC,DTW,5,360,150,0
OO,6609,BFL,SFO,7,712,72,1
AA,741,DFW,MFE,3,975,95,0
US,1559,PIT,PHL,4,570,74,0
DL,2949,DTW,SEA,4,920,300,0
MQ,4288,DTW,ORD,4,1225,80,1
AA,1841,SDF,DFW,5,420,150,0
OO,6743,DEN,ICT,4,1303,75,1
9E,3972,SBN,DTW,4,690,68,0
DL,2656,MSY,LGA,5,1030,170,0
UA,909,ORD,DEN,1,910,170,1
WN,1087,MCO,BNA,2,420,120,1
9E,4149,BUF,JFK,1,822,102,0
UA,730,ORD,BWI,5,1198,108,0
MQ,4105,CLT,ORD,2,450,140,0
DL,2554,SFO,DTW,4,1365,272,1
AA,406,ORD,AUS,2,1085,170,1
DL,1388,LGA,BOS,7,930,76,0
OO,6583,COS,DEN,7,593,49,0
DL,1927,ATL,FLL,2,810,112,0
OO,4543,SLC,OKC,7,1200,135,0
WN,2795,BDL,BWI,3,865,70,1
WN,988,OKC,DAL,4,1205,50,0
WN,813,TPA,PHL,6,760,150,1
CO,1847,MCO,CLE,4,1075,140,0
WN,2615,CMH,BWI,6,505,70,1
FL,406,ATL,IND,6,837,93,0
OO,7779,SGU,SLC,2,1170,77,1
DL,1152,HNL,SFO,2,1405,311,0
YV,1048,LIH,HNL,4,435,29,0
F9,630,DEN,MSN,3,942,119,0
9E,4272,ECP,MEM,4,360,90,0
AA,1008,SAN,DFW,1,515,180,1
MQ,4134,BDL,ORD,3,710,165,1
FL,996,BOS,MKE,3,390,165,0
WN,2662,BWI,MCO,7,595,140,1
DL,1886,ATL,LGA,3,640,136,0
OO,6989,ORF,ORD,3,1058,141,1
WN,1272,MCO,MSY,5,660,110,0
B6,71,JFK,TPA,2,820,180,1
WN,2286,LAX,BNA,5,865,235,0
UA,972,SFO,ORD,3,604,256,0
MQ,3910,ORD,CRW,5,745,85,0
US,941,MSP,PHX,6,680,207,0
XE,2195,MOB,IAH,6,720,92,0
US,2039,BOS,DCA,1,900,96,0
EV,5566,ATL,EWN,7,608,95,0
WN,2235,SFO,LAX,6,585,80,1
EV,5003,ATL,CHA,7,967,51,0
MQ,4263,TYS,ORD,4,1215,110,1
US,76,PHL,SEA,1,1240,362,1
UA,409,LGA,DEN,4,1065,272,1
UA,418,SAN,DEN,7,501,147,1
OO,4675,LWS,SLC,3,728,86,0
CO,761,SAT,EWR,1,875,234,1
UA,610,ORD,DCA,3,660,111,0
US,1521,BWI,CLT,4,325,83,0
XE,2799,IAH,ICT,4,540,101,1
OO,6663,EUG,DEN,2,861,145,1
WN,3401,DEN,SAT,1,665,130,1
AS,477,LAX,SEA,2,380,165,0
AA,1659,RDU,ORD,3,1100,135,0
WN,2010,MCI,MDW,3,930,80,0
OO,6380,SFO,BOI,4,640,91,1
HA,382,HNL,ITO,5,593,51,0
XE,2087,IAH,SDF,6,615,126,0
US,1703,PVD,DCA,4,370,87,0
XE,2935,AEX,IAH,1,1020,64,1
AA,394,ORD,LGA,1,435,120,0
OH,6450,CVG,MDT,4,665,80,0
CO,728,EWR,DEN,1,875,267,1
DL,2010,DFW,ATL,4,870,126,0
AA,2258,DFW,PIT,5,490,150,0
WN,2838,LAS,PHX,6,840,70,1
AA,2413,DFW,LAX,6,565,200,1
DL,2776,MEM,MSY,1,1180,77,0
EV,7088,ROA,IAD,2,1211,59,1
AA,884,STL,DCA,3,450,115,0
YV,2879,PHX,BFL,6,1260,90,0
MQ,3771,ORD,IAH,3,470,165,0
US,2041,BOS,DCA,4,960,92,0
AA,532,DFW,RDU,6,370,140,1
WN,1119,MDW,OMA,3,1035,95,0
XE,2619,XNA,IAH,3,1110,100,0
UA,328,LAX,DEN,2,426,154,0
CO,318,EWR,TPA,1,1230,187,0
WN,1887,BOI,OAK,5,1050,100,1
HA,302,HNL,ITO,1,806,52,1
OO,6370,ONT,SFO,3,1140,85,1
WN,562,OAK,LAX,1,1220,75,1
MQ,2754,LFT,DFW,5,440,90,1
OO,7779,SLC,SGU,5,1020,81,0
WN,782,LAX,MDW,5,445,240,1
XE,2745,BNA,EWR,3,360,130,0
OO,6841,ORD,DLH,1,1318,87,0
MQ,3263,DFW,GRK,1,1295,50,0
AA,1332,DFW,ATL,1,1230,115,0
XE,2736,TYS,EWR,4,825,117,1
WN,28,HOU,DAL,5,780,55,1
DL,1277,ATL,CHS,1,1365,67,1
US,1983,CLT,ATL,4,480,90,1
DL,2017,ATL,DEN,1,1312,213,1
DL,1088,ATL,MSP,3,515,179,1
FL,962,BOS,CAK,2,1203,109,1
AS,521,BUR,SEA,7,1130,156,1
XE,2295,EWR,GSP,5,510,124,0
AA,1511,MCO,DFW,1,630,185,0
AS,688,SJC,AUS,5,1090,198,1
EV,5079,LYH,ATL,5,360,85,0
DL,1151,MSP,SFO,3,855,250,1
XE,2622,IAH,CAE,1,625,129,0
WN,1012,LAS,TUL,6,775,155,1
DL,2928,RNO,SLC,3,795,82,0
MQ,4114,PIT,ORD,5,360,105,1
MQ,3208,DFW,GRK,2,510,45,0
AA,1081,BOS,ORD,1,1180,170,1
XE,2164,PIT,EWR,1,380,83,1
9E,3949,DTW,MLI,5,540,94,0
FL,938,ATL,JAX,4,1340,69,0
CO,1573,AUS,IAH,4,420,57,1
WN,2238,LAX,TUS,7,415,80,0
XE,3064,CHS,EWR,4,740,122,0
WN,3128,DEN,SAN,6,710,150,1
WN,1057,DEN,HOU,4,1015,140,1
CO,559,IAH,SNA,4,560,218,1
AA,385,DFW,ELP,5,630,105,1
AA,982,MIA,DCA,6,1100,145,0
CO,1855,CLE,RSW,2,835,168,1
9E,4076,MSP,GRB,4,1295,68,1
UA,256,DEN,ORD,2,1174,144,0
UA,330,SAN,ORD,1,544,241,0
AA,1512,SFO,ORD,5,670,255,0
FL,227,LAS,MKE,7,430,208,0
9E,4065,DTW,MSN,2,750,80,1
CO,735,CLE,LAX,4,530,299,0
B6,908,ORD,JFK,1,675,125,0
OH,6610,LGA,MCI,4,445,210,1
WN,1866,MSP,MDW,3,1010,90,1
WN,777,HOU,SAN,3,1095,210,1
FL,1203,MDW,RSW,6,834,164,1
B6,554,RSW,EWR,1,729,170,0
9E,3710,SBN,DTW,5,480,70,0
WN,1118,HOU,ELP,7,1055,120,1
WN,2298,SNA,SFO,3,795,85,1
OO,6420,DEN,MAF,7,1165,96,0
US,1856,MCO,CLT,5,525,96,0
WN,1421,SEA,PHX,4,1080,170,1
WN,1709,LAX,HOU,3,1175,180,1
OO,6753,LAX,CLD,6,1119,41,0
OO,7002,COS,DEN,2,925,40,0
AA,161,LAX,OGG,3,1035,360,1
DL,1614,FLL,JFK,4,746,179,1
DL,1780,ATL,RDU,1,1045,83,0
MQ,3920,FWA,ORD,4,705,60,0
DL,2284,SLC,BNA,4,1020,197,1
EV,5530,GTR,ATL,3,667,75,0
B6,1303,JFK,IAD,4,615,73,0
UA,375,IAH,DEN,1,910,154,1
UA,944,LAX,ORD,2,424,241,0
XE,3067,PVD,EWR,2,386,64,0
YV,2926,PHX,SBA,2,510,94,0
WN,1273,DAL,OKC,7,925,50,1
MQ,2734,ABI,DFW,7,350,50,0
B6,1223,BOS,RDU,7,480,125,1
EV,5287,AEX,ATL,7,880,97,0
CO,1678,SAT,IAH,2,1030,60,1
DL,1262,MCO,BDL,4,675,154,1
OO,6434,LAX,SAT,1,655,163,1
DL,1998,ATL,MSP,3,810,162,0
DL,1231,SLC,MSY,2,835,190,1
WN,1175,RNO,PHX,3,620,100,1
DL,1555,ATL,LAX,2,500,309,0
WN,3658,BWI,RDU,4,440,65,1
US,1814,TPA,CLT,5,620,101,0
AA,654,DFW,BOS,6,605,205,1
WN,2979,MCI,MDW,5,1145,80,0
WN,2184,TPA,STL,5,715,145,1
FL,758,MCO,HSV,6,930,100,0
OO,4564,MKE,MSP,6,555,85,0
AA,784,MFE,DFW,2,1115,95,0
OO,6314,CIC,SFO,3,360,65,0
WN,2716,MDW,IAD,7,410,105,1
DL,2349,ATL,SFO,1,895,325,1
EV,5286,LIT,ATL,4,415,108,0
OO,6364,SBA,LAX,2,370,48,0
WN,1339,PDX,LAS,1,680,125,1
DL,1807,CVG,SEA,5,560,309,1
AA,1896,SLC,DFW,1,895,155,1
OO,6531,SFO,SBP,3,1100,65,0
AA,1475,DFW,LAS,3,800,190,0
WN,2720,BWI,MCI,3,1005,175,1
HA,280,OGG,KOA,1,935,32,1
OO,6641,GJT,DEN,2,1201,54,0
UA,435,BDL,IAD,1,360,91,0
AA,1598,DFW,MSP,4,1235,135,1
FL,1032,PIT,RSW,3,420,168,0
AA,1099,IND,DFW,3,475,150,0
EV,4998,XNA,ATL,5,360,119,1
DL,2981,ATL,DAB,6,1295,82,1
UA,438,LAX,ORD,6,1055,236,1
AA,1776,DFW,PHL,5,405,185,0
9E,4154,MEM,ORD,6,525,113,1
OH,6330,JAX,CVG,7,740,124,0
CO,1529,TUS,IAH,1,836,139,0
WN,791,PHL,PHX,1,840,340,1
DL,1727,ATL,FLL,3,575,129,1
WN,317,MSY,MCO,2,1140,95,1
EV,4966,ATL,PHF,4,505,98,0
MQ,3209,DFW,TYS,3,910,120,0
9E,4082,DTW,ORF,1,840,114,1
XE,2621,EWR,SDF,3,405,145,0
MQ,3210,HOU,DFW,2,520,70,1
YV,2980,SNA,PHX,5,625,75,0
US,1195,PHX,SAN,5,890,71,0
B6,184,SAN,JFK,5,755,319,1
YV,2816,FAT,PHX,2,390,96,0
MQ,2967,DFW,BTR,7,845,80,0
9E,3661,CAK,DTW,3,335,76,0
DL,2086,ATL,LGA,1,760,136,1
CO,1454,EWR,PBI,3,1245,186,1
WN,756,LAS,RNO,7,855,75,1
AA,2265,PHL,ORD,4,450,160,0
UA,346,IAH,ORD,7,1064,154,0
WN,1053,STL,OMA,3,570,75,1
WN,2396,JAN,BWI,5,745,130,0
EV,5239,ATL,ROA,5,970,83,1
CO,855,PBI,EWR,3,935,168,1
XE,2082,CHS,EWR,5,580,115,1
WN,3668,SLC,PHX,5,675,100,1
9E,4397,DTW,SYR,5,855,84,0
DL,2204,LAX,SLC,5,790,114,0
OO,6311,SBP,LAX,5,1220,70,0
DL,2521,LGA,RSW,4,615,197,0
XE,2431,IND,IAH,1,665,154,1
CO,1834,EWR,SEA,2,1210,378,1
UA,491,FSD,DEN,5,392,108,1
DL,2714,SEA,MSP,6,500,199,0
XE,2569,IAH,MAF,7,897,86,0
OH,6556,MSY,CVG,4,1010,124,1
UA,529,IAD,ORD,5,1185,133,0
MQ,4271,ORD,RDU,1,600,120,0
WN,1653,PHX,ELP,6,755,70,1
EV,5420,DTW,MHT,2,610,107,1
WN,151,SAN,PHX,3,925,70,0
FL,937,JAX,ATL,6,1225,70,1
DL,8,IAH,ATL,4,955,132,1
AA,1545,DFW,TUS,4,935,145,1
FL,184,ATL,DCA,4,455,101,0
UA,915,IAD,SFO,1,978,362,1
AA,1894,SFO,LAX,3,585,90,1
FL,132,TPA,ATL,4,380,95,0
DL,1163,EWR,DTW,1,420,128,0
FL,804,BOS,BWI,6,1170,90,0
MQ,2825,DFW,TUL,3,455,60,0
XE,2710,CLE,DCA,1,1150,75,0
WN,654,DEN,PHX,3,365,120,1
OO,7037,PSP,LAS,4,932,60,1
XE,5930,MCI,ORD,7,360,89,0
FL,777,ATL,LAS,2,660,285,0
FL,560,ATL,BMI,5,981,104,0
AS,531,ONT,SEA,4,1035,162,1
MQ,4130,MDT,ORD,5,1035,135,0
XE,5948,SDF,ORD,5,360,80,0
AA,297,LAX,HNL,6,995,365,0
XE,5955,ORD,TYS,5,865,85,1
AS,303,SFO,SEA,4,605,125,0
US,1092,PHL,RDU,5,570,86,0
WN,35,TPA,PVD,7,1200,165,0
9E,3748,MEM,FSM,4,565,75,1
XE,2380,IAH,AVL,6,775,121,1
WN,861,LAX,OAK,7,1225,70,1
UA,477,IAD,MSY,2,1010,179,0
EV,5014,ATL,HPN,5,590,149,0
9E,4171,ELM,DTW,3,735,86,1
DL,1586,ATL,LGA,6,460,134,0
AA,732,DFW,LGA,5,820,205,1
UA,719,BOS,ORD,4,979,168,0
WN,952,SJC,LAS,1,1035,90,1
DL,2496,MSP,RSW,4,625,202,0
EV,5587,ATL,LFT,4,930,108,1
WN,2308,SEA,MDW,5,620,240,1
DL,2515,JAX,ATL,3,1006,84,0
FL,510,LGA,MKE,2,980,143,1
WN,2751,GEG,LAS,6,890,140,0
CO,241,IAH,AUS,5,780,53,0
B6,91,JFK,OAK,2,1170,401,0
AA,2229,MIA,DFW,4,500,200,0
AA,2060,SEA,ORD,2,360,245,1
OO,6625,BZN,DEN,5,611,96,0
WN,1196,SEA,PHX,5,445,170,1
UA,781,MCI,DEN,3,730,114,0
DL,2441,DCA,TPA,3,989,142,0
US,657,PHL,SFO,3,460,384,0
WN,3138,DEN,SAN,2,785,145,1
WN,2078,TUS,LAX,6,740,95,0
WN,827,ABQ,DEN,5,980,80,1
B6,1218,BUF,BOS,6,1102,83,1
US,1894,PBI,PHL,7,470,156,0
OO,6491,LAX,SMF,2,1098,81,0
FL,399,ATL,SEA,5,1250,314,0
DL,1742,PHX,SLC,6,1056,96,1
CO,308,PDX,IAH,3,360,238,0
AA,1794,DFW,AUS,1,770,60,0
EV,5005,CLT,MEM,2,706,123,0
OO,7003,PDX,SFO,2,443,112,0
US,928,CLT,ORD,4,868,120,1
AA,1578,DFW,STL,4,865,95,0
OH,6601,MSN,DTW,7,400,87,1
OO,6591,COS,IAD,3,537,183,0
XE,3088,MCI,CLE,3,717,108,1
XE,2620,ICT,IAH,6,660,102,0
UA,897,BOS,IAD,6,573,106,0
9E,4025,ALB,DTW,2,965,118,1
OO,6367,SFO,SMF,4,1196,46,1
XE,5898,IAD,CLE,5,755,76,0
9E,3864,MSP,PIT,2,430,130,0
WN,2,DAL,MAF,2,475,75,1
AA,875,LGA,MIA,6,900,205,1
